page,rows,elapsed_ms
1388,1000,429.384
1389,1000,430.830
1390,1000,431.366
1391,1000,448.900
1392,1000,434.395
1393,1000,444.115
1394,1000,438.441
1395,1000,447.768
1396,1000,436.677
1397,1000,445.501
1398,1000,439.211
1399,1000,442.931
1400,1000,431.329
1401,1000,447.867
1402,1000,431.609
1403,1000,446.667
1404,1000,451.165
1405,1000,446.476
1406,1000,449.104
1407,1000,445.095
1408,1000,432.285
1409,1000,456.280
1410,1000,460.258
1411,1000,444.160
1412,1000,450.440
1413,1000,438.984
1414,1000,468.952
1415,1000,456.042
1416,1000,445.971
1417,1000,443.498
1418,1000,439.643
1419,1000,432.396
1420,1000,444.329
1421,1000,449.513
1422,1000,452.591
1423,1000,450.041
1424,1000,459.315
1425,1000,443.611
1426,1000,465.677
1427,1000,439.213
1428,1000,446.104
1429,1000,447.132
1430,1000,454.690
1431,1000,458.651
1432,1000,451.542
1433,1000,472.760
1434,1000,442.608
1435,1000,459.875
1436,1000,468.904
1437,1000,465.947
1438,1000,471.450
1439,1000,467.082
1440,1000,467.206
1441,1000,460.408
1442,1000,455.708
1443,1000,463.376
1444,1000,439.891
1445,1000,473.385
1446,1000,472.058
1447,1000,474.213
1448,1000,465.427
1449,1000,474.535
1450,1000,464.344
1451,1000,477.744
1452,1000,469.950
1453,1000,476.692
1454,1000,482.174
1455,1000,469.581
1456,1000,467.787
1457,1000,477.088
1458,1000,478.044
1459,1000,480.669
1460,1000,452.339
1461,1000,477.837
1462,1000,465.259
1463,1000,470.967
1464,1000,477.333
1465,1000,472.544
1466,1000,487.021
1467,1000,473.077
1468,1000,470.266
1469,1000,476.893
1470,1000,476.841
1471,1000,472.468
1472,1000,486.049
1473,1000,461.140
1474,1000,458.629
1475,1000,472.835
1476,1000,445.656
1477,1000,470.923
1478,1000,469.982
1479,1000,481.611
1480,1000,470.123
1481,1000,475.372
1482,1000,478.815
1483,1000,480.386
1484,1000,477.475
1485,1000,482.328
1486,1000,486.765
1487,1000,482.564
1488,1000,484.353
1489,1000,487.749
1490,1000,493.391
1491,1000,469.665
1492,1000,485.842
1493,1000,462.384
